Name,Address
MAHARAJA CUSINE OF INDIA,4542 CALIFORNIA AVE SW
MAGNUSON BREWERY LLC,7801 62ND AVE NE
MAGNOLIA VILLAGE PUB,3221 W MCGRAW ST
MAGNOLIA PIZZA AND PASTA,2120 W EMERSON PL
MAGNOLIA ELEMENTARY SCHOOL,2418 28TH AVE W
MAGNOLIA BEST STORE,3317 W GOVERNMENT WAY
MAGIC DRAGON,3820 RAINIER AVE S
MAGGIE BLUFFS,2601 W MARINA PL
MAE PLOY THAI CUISINE,6421 15TH AVE NW
MADRONA MARKET & DELI,3309 E UNION ST
"MADRONA GROCERY OUTLET, INC.",1126 M L KING JR WAY
MADRONA ELEMENTARY SCHOOL,1121 33RD AVE
MADRONA ARMS,1138 34TH AVE
MADRES KITCHEN,501 2ND AVE W
"MADISON PUB, LTD",1315 E MADISON ST
MADISON PARK SHELL,3100 E MADISON ST
MADISON PARK BAKERY,4214 E MADISON ST
MADISON MIDDLE SCHOOL,3429 45TH AVE SW
MADISON KITCHEN,4122 E MADISON ST
"MADISON HOTEL, LLC",515 MADISON ST
MADE IN WASHINGTON STORES,1530 POST ALY 12
MADE IN HOUSE,3508 FREMONT PL N
MAD PIZZA,1321 MADISON ST
MACRINA BAKERY AT MCGRAW,615 W MCGRAW ST
MACRINA BAKERY & CAFE,1943 1ST AVE S
MACRINA BAKERY,746 19TH AVE E
MACPHERSON'S FRUIT & PRODUCE,4634 E MARGINAL WAY S
MACLEOD'S,5200 BALLARD AVE NW
MACHO-MACHO (KC312),6301 SEAVIEW AVE NW
MACHINE HOUSE BREWERY,5840 AIRPORT WAY S #121
MACADONS WHITE CENTER,9828 16TH AVE SW
MAC PHERSON'S FRUIT & PRODUCE,4500 15TH AVE S
MABEL COFFEE,7001 24TH AVE NW 1
MA'ONO,4626 26TH AVE NE
M L KING CIRCLE K,6056 M L KING JR WAY S
M III BIG CHEESE  (KC464),1250 1ST AVE S
M C FOODSTORE,4800 BEACON AVE S
M BAR LLC,400 FAIRVIEW AVE N
LYON'S GROCERY,2100 DEXTER AVE N
LY WORLD SEATTLE CORPORATION,1201 3RD AVE #210
LUZON LLC,4634 E MARGINAL WAY S
LUU'S CAFE,7214 WOODLAWN AVE NE
LUSHBAR LLC,2231 2ND AVE
LUNCHBOX LABORATORY SEATTLE SLU,1253 THOMAS ST
LUNCH ON THE PLATE,10256 16TH AVE SW
LUNAR FOODS LLC,5600 DELRIDGE WAY SW
LUNA AZUL,8552 GREENWOOD AVE N
LULA SALADS,4501 INTERLAKE AVE N STE #7
LUISA'S MEXICAN STEAKHOUSE,9747 4TH AVE NW
LUCKY'S PHO,3414 FREMONT AVE N
LUCKY SEAFOOD,4850 BEACON AVE S
LUCKY PIZZA,10330 AURORA AVE N
LUCKY ONE  FOOD STORE,6815 RAINIER AVE S
LUCKY ENVELOPE BREWING,907 NW 50TH ST
LUCKY DRAGONZ RESTAURANT & SKYWAY PARK BOWL,11819 RENTON AVE S
LUCKY CHINESE RESTAURANT,5807 4TH AVE S
LUCIANO'S PIZZA & PASTA,11064 LAKE CITY WAY NE #8
LTD BAR & GRILL,309 N 36TH ST
LOYAL HEIGHTS,7735 25TH AVE NW
LOXICHA AUTHENTIC OAXACA CUISINE,1924 N 45TH ST
LOWRIDER COOKIE COMPANY,2407 E UNION ST STE C
LOWERCASE BREWING TAPROOM,6235 AIRPORT WAY S STE 101
LOWELL'S,1519 PIKE PL
LOWELL SCHOOL,1058 E MERCER ST
LOVING HUT,1226 S JACKSON ST
LOVELY NIGHT,4634 E MARGINAL WAY S #E120
LOVE & FLOUR,2719 E MADISON ST
LOUISA BOREN K-8 STEM,5950 DELRIDGE WAY SW
LOTUS POND VIETNAMESE CUISINE RESTAURANT,12752 AURORA AVE N
LOTTIE'S LOUNGE,4900 RAINIER AVE S
LOTTE HOTEL SEATTLE,801 5TH AVE
LOST LAKE CAFE & LOUNGE,1505 10TH AVE
LOS TINOS MEXICAN RESTAURANT,7300 RAINIER AVE S
LOS COSTENOS,510 6TH AVE S #104
LOS AGAVES MARKET,1514 PIKE PL
LORETTA'S NORTHWESTERNER,8617 14TH AVE S
LORENA'S KITCHEN,6124 12TH AVE S
"LOOKOUT, THE",757 BELLEVUE AVE E
LONDON PLANE,300 OCCIDENTAL AVE S
LOLLI & POPS,400 PINE ST STE 126
LOLA RESTAURANT,2000 4TH AVE
"LODGE SPORTSGRILLE, THE",501 FAIRVIEW AVE N
"LODGE ACQUISITION DOWNTOWN, THE LLC",1102 4TH AVE
LOCUST CIDER,2820 ALKI AVE SW
LOCUS WINES,307 OCCIDENTAL AVE S
LOCKSPOT CAFE,3005 NW 54TH ST
"LOCKER ROOM TAVERN, THE",9633 16TH AVE SW
LOCK & KEEL,5144 BALLARD AVE NW
LOCAL TIDE,401 N 36TH ST
LOCAL PUBLIC EATERY (SEATTLE) LLC,404 TERRY AVE N
LOCAL PHO,2230 3RD AVE
LOCAL COFFEE SPOT- SOUTHLAKE UNION,500 FAIRVIEW AVE N STE 140
LOCAL COFFEE SPOT WESTLAKE,301 WESTLAKE AVE N
LOCAL COFFEE SPOT CENTRAL,808 3RD AVE 190
LOCAL COFFEE SPDT BELLTOWN,2121 1ST AVE
LOCAL BIGGER BURGER- CAPITOL HILL,515 BROADWAY E
LOCAL BIGGER BURGER,6900 E GREENLAKE WAY N #C
LO FI PERFORMANCE GALLERY,429 EASTLAKE AVE E
"LIVING ROOM CAFE, THE",1008 N 109TH ST STE A
LIVING RIGHT WINES LLC DBA LIVIN RIGHT PIE,12535 LAKE CITY WAY NE
"LIU YI DA, LLC",1440 S JACKSON ST
LITTLE WATER CANTINA,2865 EASTLAKE AVE E
LITTLE TINS GOODS & APOTHECARY CABINET,5335 BALLARD AVE NW
LITTLE TING'S GOURMET,14411 GREENWOOD AVE N
LITTLE THAI RESTAURANT,4142 BROOKLYN AVE NE #105
LITTLE RED HEN,7115 WOODLAWN AVE NE
LITTLE PRAGUE  EUROPEAN BAKERY &   DELI LLC,6045 CALIFORNIA AVE SW
LITTLE ODDFELLOWS,1521 10TH AVE
LITTLE MARIA'S,1809 MINOR AVE UNIT 101
LITTLE LAGO,2919 FUHRMAN AVE E
LITTLE FOOT LLC,4523 CALIFORNIA AVE SW
LITTLE DUCK KITCHEN,4100 ROOSEVELT WAY NE STE B
LITTLE DELI MART,5622 1ST AVE S
LITTLE CONEY,8003 SEAVIEW AVE NW
LITTLE CHINOOKS AT SALMON,1900 W NICKERSON ST STE 102
LITTLE CHENGDU,2815 S HANFORD ST
LITTLE CAESARS PIZZA,10439 16TH AVE SW
"LITTLE BIG BURGER CAPITAL HILL, LLC",1200 E PIKE ST
LIST RESTAURANT,2226 1ST AVE
"LISH, INC- MET PARK WEST (LOBBY)",1100 OLIVE WAY
"LISH, INC",2730 1ST AVE S
LIONHEAD RESTAURANT,618 BROADWAY AVE E
LINDA'S TAVERN,707 E PINE ST
LINCOLN HIGH SCHOOL,4400 INTERLAKE AVE N
LINCOLN FOOD MART,7427 FAUNTLEROY WAY SW
LIMENA LLC,4915 RAINIER AVE S
LIL WOODYS,2040 NW MARKET ST
LIL WOODY'S FOOD TRUCK (KC908),9807 16TH AVE SW
LIL WOODY'S,1211 PINE ST
LIL TIGER ICE CREAM CO LLC,12348 LAKE CITY WAY NE
LIL RED'S TAKEOUT & CATERING,4225 RAINIER AVE S
LIL J'S SUPER DAWGS (KC554),10256 16TH AVE SW
LIGHTHOUSE ROASTERS,400 N 43RD ST
LIGHT SLEEPER,1424 11TH AVE STE D
LIFE ON MARS,722 E PIKE ST #100
LIBERTY BAR,517 15TH AVE E
LIANA CAFE HOUSE,511-A MAYNARD AVE S
"LI'L WOODY'S 2, LLC",9801 16TH AVE SW
"LH6, LLC",11900 RENTON AVE S
LEVY RESTAURANTS @ LUMEN FIELD,800 OCCIDENTAL AVE S
LEVY RESTAURANT @ LUMEN FIELD,800 OCCIDENTAL AVE S
LESCHI FOOD MART INC-GROCERY,103 LAKESIDE AVE
LESCHI  ELEMENTARY SCHOOL,135 32ND AVE
LEON COFFEE HOUSE,1309 NE 45TH ST
LENY'S PLACE,2219 N 56TH ST
LENNY'S PRODUCE,10410 GREENWOOD AVE N
"LEMON & THYME, LLC",501 2ND AVE W 100
LEIF ERIKSON HALL,2245 NW 57TH ST
LEGENDARIO MEXICAN RESTAURANT,4705 AURORA AVE N
LEGACY NORTHGATE COURTYARD MARRIOTT- HOTEL RESTAURANT,10733 MERIDIAN AVE N
LEGACY NORTHGATE COURTYARD MARRIOTT- GROCERY,10733 MERIDIAN AVE N
LEFT BANK FOOD & CAKE CO.,9250 14TH AVE NW
LEE'S MARKET CORPORATION,9435 DELRIDGE WAY SW
LECT'S SOUP STOP,5327 DENVER AVE S
LEAH'S CATERING OF SEATTLE,4745 17TH AVE NE
LE'S DELI & BAKERY INC,4219 S OTHELLO ST # 105C
LE PICHET,1933 1ST AVE
LE PANIER,1902 PIKE PL
LE FOURNIL,3230 EASTLAKE AVE E
LE COIN,4201 FREMONT AVE N
LE CAVISTE,1919 7TH AVE
LAYERS SANDWICH CO (KC925),10256 16TH AVE SW
LAWTON ELEMENTARY,4200 27TH AVE W
LAVA LOUNGE,2226 2ND AVE
LAURELHURST MARKET,5450 SANDPOINT WAY NE
LAURELHURST ELEMENTARY SCHOOL,4530 46TH AVE NE
LAURELHURST COMMUNITY CENTER,4554 NE 41ST CT
LAUGHS COMEDY CLUB,5220 ROOSEVELT WAY NE
"LATONA BY GREENLAKE, THE",6423 LATONA AVE NE
LATIN FOOD - KC644,7300 RAINIER AVE S
"LAST STOP WINGS, LLC",3208 RAINIER AVE S
LAST DROP,8016 15TH AVE NE
LAST CHANCE,5606 1ST AVE S
LASSI & SPICE,423 FAIRVIEW AVE N
LAS MARGARITAS III,14356 AURORA AVE N
LAS GARNACHAS KC681,2244 EASTLAKE AVE E
LAS ADELITAS RESTAURANT BAR & GRILL,14018 AURORA AVE N
LARSEN BROTHERS DANISH BAKERY,8000 24TH AVE NW
LARRYS TAVERN,3405 CALIFORNIA AVE SW
LARK - BITTER/RAW,952 E SENECA ST
LAREDOS,555 ALOHA ST 100
LAO MA TOU HOT POT,4741 12TH AVE NE
LANTERN BREWING,938 N 95TH ST
LANGOSTINO SUSHI BURRITO (KC379),4401 WALLINGFORD AVE N
LAN HUE BAKERY,900 S JACKSON ST #212
LAMPLIGHTER PUBLIC HOUSE,820 NW 85TH ST
LAMBDA CHI ALPHA,4509 19TH AVE NE
LAKESIDE SCHOOL KITCHEN,14050 1ST AVE NE
LAKESIDE MIDDLE SCHOOL,13510 1ST AVE NE
LAKESIDE AT CHANDLER'S COVE,901 FAIRVIEW AVE N STE B110
LAKERIDGE ELEMENTARY SCHOOL,7400 S 115TH ST
LAKECITY CHEVRON,11750 LAKE CITY WAY NE
"LAKE UNION CAFE, LLC DBA IMPERIA LAKE UNION",3119 EASTLAKE AVE E
LAKE THAI CUISINE,11425 RAINIER AVE S
LAKE ROUTE,9261 57TH AVE S
LAKE CITY SHELL,8721 LAKE CITY WAY NE
LAI RAI,2234 1ST AVE
LAGUNITAS TAP ROOM - SEATTLE,1550 NW 49TH ST
LAGUNITAS,1550 NW 49TH ST
LAGETTA PASTA & PUB,7305 AURORA AVE N
LAFAYETTE ELEMENTARY SCHOOL,2645 CALIFORNIA AVE SW
LAEM BURI,8530 GREENWOOD AVE N
LADYBUG ESPRESSO,8902 14TH AVE S
LADY JAYE,4523 CALIFORNIA AVE SW
LADD & LASS BREWING,722 NE 45TH ST
LA'KAMILA CAFE,600 BROADWAY
LA VITA E 'BELLA PIZZERIA,2411 2ND AVE
LA VILLA MEXICAN FOOD,3410 NE 55TH ST
LA RUSTICA,4100 BEACH DR SW
LA RUE,1525 E OLIVE WAY UNIT B-1
LA PASTA,1527 QUEEN ANNE AVE N
LA PARISIENNE,2507 4TH AVE
LA PALMERA #3,901 MERCER ST
LA PALMA RESTAURANT,3456 15TH AVE W
LA MEDUSA,4857 RAINIER AVE S
LA MALQUERIDA,4634 E MARGINAL WAY
LA JOSIE'S,514 E PIKE ST
LA FONTANA SICILIANA,120 BLANCHARD ST
LA FONDITA TRUCK RESTAURANT INC,10050 15TH AVE SW
LA FONDITA TRUCK REST INC (KC944),10050 15TH AVE SW
LA ESPERANZA MERCADO Y CARNICERIA,2500 BEACON AVE S
LA DULCE SEATTLE,10256 16TH AVE SW
LA DIVE,721 E PIKE ST
LA CREPERIE VOILA,707 PIKE ST KIOS 1
LA COSTENA BIRRIERIA Y TAQUERIA,6538 4TH AVE S
LA COPA,2410 NW 80TH ST
LA CONASUPO,8532 GREENWOOD AVE N
LA COCINA SANTIAGO,432 BROADWAY AVE E
LA COCINA DE OAZACA,1216 PINE ST #100
LA CHINGONA TAQUERIA,1534 FIRST AVE S 400
LA CARTA DE OAXACA,5431 BALLARD AVE NW
LA CABANA CENTRAL AMERICAN RESTAURANT,606 N 105TH ST
LA 88 STATION INC,6759 15TH AVE NW
L'OURSIN,1315 E JEFFERSON ST STE 102
L.L. TERIYAKI,3224 RAINIER AVE S
KYOTO TERIYAKI,803 E PIKE ST
KWANJAI THAI CUISINE,469 N 36TH ST #A
KVB LLC DBA TAP TRUCK SEATTLE,4634 E MARGINAL WAY S E 120
KU,5210 UNIVERSITY WAY NE
KT RESTAURANT INC,512 S KING ST
KRUA THAI FAMILY KITCHEN,2515 NE 55TH ST
KRISPY KREME,1900 1ST AVE S
KRICKET CLUB,2404 NE 65TH ST
KREMA & CO LLC (KC909),2425 33RD AVE W
KRAKEN BAR AND LOUNGE,5257 UNIVERSITY WAY NE
KOZUE JAPANESE RESTAURANT,1608 N 45TH ST
KOROCHKA TAVERN,2317 N 45TH ST
KORN DOG,1601 HARVARD AVE
KOREAN TOFU HOUSE,4142 BROOKLYN AVE NE
KOREAN BAMBOO,2236 3RD AVE
KOO HOO THAI STREET LLC,1480 NW 70TH ST
KONVENE COFFEE,500 MERCER ST
KONG TOFU HOUSE,1414 NE 42ND ST #103A
KONA KITCHEN,8501 5TH AVE NE
KOKU CAFE MARKET,1417 QUEEN ANNE AVE N STE 101B
KOKKA KU JAPANESE STEAK HOUSE,2208 N 45TH ST
KOIBITO SUSHI & TERIYAKI,1201 DEXTER AVE N
KOBUTA & OOKAMI KATSU & SAKE,121 15TH AVE E
KNEE HIGH,1356 E OLIVE WAY
KJS KOFFEE LLC,12303 15TH AVE NE
KJ'S BAR,1703 E OLIVE WAY
KIZUKI RAMEN & IZAKAYA,4203 SW ALASKA ST
KITIMAT SEATTLE GULL,3215 4TH AVE S
KITANDA SEATTLE LLC,428 NE 71ST ST
KISS MY GRITS (KC264),606 BROADWAY E
KISAKU,2101 N 55TH ST STE 100
"KIRKPATRICK, LOCKHART,PRESTON, GATE","925 4TH, FL 19 AVE FL 19"
KIRIBA SUSHI & GRILL,323 N 145TH ST
KINNAREE THAI CUISINE,3311 W MCGRAW ST
KINGSTREET BAR & OVEN,170 S KING ST
KINGS HARDWARE,5225 BALLARD AVE NW
KING'S DELI,2800 E CHERRY ST
KING'S BARBEQUE HOUSE,518 6TH AVE S
KING TUT MEDITERRANEAN RESTAURANT,13510 AURORA AVE N STE K
KING PHILLY CHEESESTEAKS,7820 RAINIER AVE S # A
KING OF THE HILL,1705 E OLIVE WAY
"KING NOODLE, LLC",615 S KING ST
KING DONUTS,9232 RAINIER AVE S
KING DOME DELI,422 2ND AVE S #1
KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE
KING COUNTY CHILDREN & FAMILY JUSTICE CENTER,1211 E ALDER ST
KING CAT CLUB HOUSE,2201 6TH AVE
KING BUN,2800 S MASSACHUSETTS ST
KIN LEN THAI NIGHT BITES,3517 FREMONT AVE N
KIN DEE,2305 E MADISON ST
KIMCHI HOUSE,5809 24TH AVE NW
KIMCHI BISTRO,219 BROADWAY AVE E #16
KIM NHUNG MARKETPLACE INC,1221 S KING ST
KIKKA SUSHI @ WHOLE FOODS WEST SEATTLE,4755 FAUNTLEROY WAY SW
KIKKA AT WHOLE FOODS MADISON BROADWAY,1001 BROADWAY
KIKKA,2200 WESTLAKE AVE
KIKI BAKERY,13200 AURORA AVE N STE #E
KIIN KIIN THAI EATING ROOM,10023 HOLMAN RD NW
KIGO KITCHEN,1730 MINOR AVE STE 101
KIDD VALLEY,14303 AURORA AVE N
KHAO SAN ROAD THAI CUISINE,5963 CORSON AVE S #166
KFC/A&W,10050 16TH AVE SW
KFC?HARMAN BEACH INC #333,9401 RAINIER AVE S
KFC #628,210 W MERCER ST
KFC,1140 NW MARKET ST
KEZIRA CAFE,5100 RAINIER AVE S
KEYS ON MAIN,11 ROY ST
KERLOO CELLARS,3911 1ST AVE S
KENS MARKET,7231 GREENWOOD AVE N
KEN'S QA,2400 6TH AVE W
KEN'S MARKET,7231 GREENWOOD AVE N
"KELLY CANNOLI, LLC",11310 LAKE CITY WAY NE
KELLS RESTAURANT,1916 POST ALY
KEDAI MAKAN,1802 BELLEVUE AVE
KEBENA MARKET,5999 RAINIER AVE S
KB ESPRESSO,1701 E MADISON ST
KAY CATERING,4116 RAINIER AVE S
KAWABE MEMORIAL HOUSE,221 18TH AVE S
KAUAI FAMILY RESTAURANT,6324 6TH AVE S
KAU KAU BARBEQUE MARKET,656 S KING ST
KATY'S CORNER CAFE,2000 E UNION ST
KATSU-YA SEATTLE LLC,122 WESTLAKE AVE N
KATSU BURGER & SUSHI,2034 NW 56TH ST
KATSU BURGER & BAR,1410 12TH AVE
KATSU BURGER,6538 4TH AVE S
KATINA'S KITCHEN,4215 GILMAN AVE W
KATI VEGAN THAI LLC,1190 THOMAS ST
"KATHY CASEY, INC",5130 BALLARD AVE NW
KATHMANDU MOMOCHA,1222 S WELLER ST
KATHAUS LLC,5800 4TH AVE S
KATE'S PUB,309 NE 45TH ST
KASPARS SPECIAL EVENTS + CATERING,3656 34TH AVE W
KASPARS SPECIAL EVENTS & CATERING (ADDITONAL SPACE),3800 34TH AVE W
KARACHI COWBOYS,1517 12TH AVE # 100
KARAAGE SETSUNA,2429 2ND AVE
KAPPA KAPPA GAMMA,4504 18TH AVE NE
KAPPA DELTA,4524 17TH AVE NE
KAPPA ALPHA THETA,4521 17TH AVE NE
KAOSAMAI THAI RESTURANT,404 N 36TH ST
KAOSAMAI THAI COOK TRUCK (NO. 2),404 N 36TH ST
KAOSAMAI THAI COOK TRUCK,404 N 36TH ST
KANGAROO & KIWI,2026 NW MARKET ST
KANAK INDIAN CUISINE,2211 4TH AVE
KAMONEGI,1054 N 39TH ST
KAMINO SUSHI AND MORE LLC,372 ROY ST
KAMEI JAPANESE RESTAURANT,4512 CALIFORNIA AVE SW
KAMAKURA JAPANESE CUISINE,3520 FREMONT AVE N
KALIA INDIAN CUISINE,8518 GREENWOOD AVE N
KALADI BROTHERS COFFEE,517 E PIKE ST #C
KAKIGORI DESSERT,2207 E MADISON ST
KAKAO,415 WESTLAKE AVE N
KAI'S BISTRO & LOUNGE,1312 NE 43RD ST
KAFFEEKLATSCH,12513 LAKE CITY WAY NE
KAFFE COFFEE & WINE BAR,8136 RAINIER AVE S
KABUL INC,2301 N 45TH ST
KABAB,305 HARRISON ST STE 219
KA POW THAI ON WHEEL,5604 DELRIDGE WAY SW
K'S DELI,3950 LEARY WAY NW
"K VINTNERS, LLC",1136 S ALBRO PL
K ONE KARAOKE,4337 UNIVERSITY WAY NE STE 201
K FOR W SUPERMARKET INC,9841 16TH AVE SW
JYS BUBBLE TEA,5267 UNIVERSITY WAY NE
JUSTUS CAFE,516 3RD AVE ROOM C104
JUST POKE FREMONT,734 N 34TH ST
JUST POKE & DIY TEA LAB,2215 NW MARKET ST
JUST POKE,4339 UNIVERSITY WAY NE
JUST BURGERS,743 N 35TH ST STE 101
JUPITER BAR LLC,2126 2ND AVE STE A
JUNO - ARCTIC CLUB HOTEL,700 3RD AVE
JUNIOR BROTHERS LLC,5455 DELRIDGE WAY SW
JUNEAU ST MARKET,5901 CALIFORNIA AVE SW
JUNE BABY,2122 NE 65TH ST
JULIE'S GARDEN,81 YESLER WAY
JULIA'S ON BROADWAY,300 BROADWAY AVE E
JULES MAES SALOON,5919 AIRPORT WAY S
"JUICY CAFE, THE",720 OLIVE WAY STE 101
JUICY CAFE @ WASHINGTON CONVENTION CRT,725 PIKE ST
JUICY CAFE,701 5TH AVE
JUICE PRESS,2620 NE UNIVERSITY VILLAGE ST
"JUICE EMPORIUM, THE",1528 PIKE PL
JUGOS Y TORTAS SOUTH PARK,1256 S CLOVERDALE ST C
JUDE'S OLD TOWN,9252 57TH AVE S
JUCIVANA COFFEE & SMOOTHIES,110 BOREN AVE S
JOYCE'S MARKET AND CAFE LLC,1126 MARTIN LUTHER KING WAY S
JOYALE SEAFOOD RESTAURANT,900 S JACKSON ST STE 203
JOY ROYAL FOOD SERVICE LLC,10008 AURORA AVE N
JOY PALACE,6030 M L KING JR WAY S
JOY MINI MART,4747 UNIVERSITY WAY NE
JOY BENTO,214 MADISON ST
JOULE,3506 STONE WAY N
JOSE'S TAQUERIA,12334 LAKE CITY WAY NE
JOLLY ROGER TAPROOM @ MARITIME PACIFIC BREWING CO.,1111 NW BALLARD WAY
JOLI / THE 618 GROUP,618 NW 65TH ST
JOHNNY ROCKETS RESTAURANT,600 PINE ST STE 405
JOHNNY MO'S,3272 FUHRMAN AVE E 100
JOHN STANFORD INTERNATIONAL SCHOOL,4057 5TH AVE NE
JOHN MUIR GRADE SCHOOL,3301 S HORTON ST
JOHN MARSHALL SCHOOL,520 NE RAVENNA BL
JOHN HAY ELEMENTARY SCHOOL,201 GARFIELD ST
JOEY KITCHEN,2603 NE 46TH ST
JOES BAR & GRILL,500 S KING ST
JOE BAR EXPRESSO,810 E ROY ST
JOE & THE JUICE @ AMAZON,2118 7TH AVE
JIMMY'S ON FIRST,1046 1ST AVE S
JIMMY JOHN'S GOURMET SANDWICHES,1940 1ST AVE S
JIMMY JOHN'S,102 1ST AVE S
JIM'S MARKET,7500 M L KING JR WAY S
JIBE CAFE,7001 SEAVIEW AVE NW #170
JHANJAY VEGETARIAN THAI,1718 N 45TH ST
JEWEL OF INDIA INDIAN CUISINE,4735 UNIVERSITY WAY NE
JEWEL BOX CAFE,321 NE THORNTON PL
JET SETTING CULINARY CONCEPTS LLC,911 N 145TH ST
JET CITY PIZZA,7500 25TH AVE NE
JERK SHACK,2510 1ST AVE
JENNY CRAIG WEIGHT LOSS CENTER #401,310 NE NORTHGATE WAY
JEMIL'S BIG EASY,5604 DELRIDGE WAY SW
JELLYFISH BREWING COMPANY,917 S NEBRASKA ST
JEFFREY SUSHI,915 NW 45TH ST
JEFFERSON PARK GOLF COURSE,4101 BEACON AVE S
JEFFERSON COMMUNITY CENTER,3801 BEACON AVE S
JEBENA CAFE,1510 NE 117TH ST STE B
JAVA JAZZ,3457 15TH AVE W
JAVA JAHN ESPRESSO,1428 NW LEARY WAY
"JASMINE THAI RESTAURANT, LLC",1530 POST ALY #6
JARRBAR,1432 WESTERN AVE
JARDIN TEA,600 5TH AVE S # 101
JAPONESSA,1400 1ST AVE
JANE ADDAMS,11051 34TH AVE NE
JANE & GEORGE C COMPANY,13401 ROOSEVELT WAY N
JAMJUREE,509 15TH AVE E
JAMBA JUICE #521,2690 NE 49TH ST
JALISCO RESTAURANT,12336 31ST AVE NE
JAKE'S COFFEE,1116 NE 47TH ST
JAK'S GRILL,4548 CALIFORNIA AVE SW
JAI THAI UNIVERSITY LLC,4214-A UNIVERSITY WAY NE
JAI THAI,235 BROADWAY AVE E
JAE'S ASIAN BISTRO,2801 E MADISON ST
JADE RESTAURANT & LOUNGE,8904 AURORA AVE N
JADE GARDEN LLC,424 7TH AVE S
JACKSONS #654,10 DENNY WAY
JACKSON PARK  GOLF COURSE,1000 NE 135TH ST
JACKALOPE TEX-MEX,4868 RAINIER AVE S
JACK'S FISH SPOT,1514 PIKE PL SITE 2
JACK'S BBQ,701 5TH AVE #112A
JACK IN THE BOX #8490,5903 1ST AVE S
JACK IN THE BOX #8476,4203 SW ADMIRAL WAY
JACK IN THE BOX #8467,1907 4TH AVE S
JACK IN THE BOX #8425,8502 AURORA AVE N
JACK IN THE BOX #8412,4749 UNIVERSITY WAY NE
JACK IN THE BOX #8407,1127 SW 128TH ST
JACK IN THE BOX #8406,9102 RAINIER AVE S
JACK IN THE BOX #8350,12515 AURORA AVE N
JACK IN THE BOX  #8324,999 NW LEARY WAY
JACK + ADELINE HEARTH LLC,515 S MICHIGAN ST
J'S QUICK STOP,1618 BELLEVUE AVE #3
J & J FOOD TRUCK INC (KC673),2601 S MCCLELLAN ST
IVAR'S SEAFOOD BAR #26,13448 AURORA AVE N
IVAR'S SALMON HOUSE FISH BAR,401 NE NORTHLAKE WAY
IVAR'S FISH BAR,1001 ALASKAN WAY
IVAR'S ACRES OF CLAMS,1001 ALASKAN WAY
ITTO'S TAPAS RESTAURANT,4160 CALIFORNIA AVE SW
ITSUMONO,610 S JACKSON ST
"ITO, INC",1026 NE 64TH ST
ITGT INC,4301 INTERLAKE AVE N
ITALIO PIZZA & PASTA,305 NW 85TH ST
ITALIAN FAMILY PIZZA,1028 MADISON ST
ITADAKIMASU,4743 BROOKLYN AVE NE
ISLAND SOUL RESTAURANT,4869 RAINIER AVE S
ISLAND BLENDS ACAI (KC601),4401 WALLINGFORD AVE N
ISHONI SEATTLE,611 BROADWAY AVE E
ISARN THAI SOUL KITCHEN,2316 NE 65TH ST
IRWIN'S,2123 N 40TH ST
IRON STEAK,628 S WELLER ST
IRASHAI RESTAURANT,2352 CALIFORNIA AVE SW
IOWH LLC SUGAR + SPOON,4518 UNIVERSITY WAY NE
INTRIGUE CHOCOLATE CO,157 S JACKSON ST
INTERBAY GOLF CENTER,2501 15TH AVE W
INTERBAY CAFE LLC,945 ELLIOTT AVE W #201
INGRAHAM HIGH SCHOOL KITC,1819 N 135TH ST
INGRAHAM ATHLETICS BOOSTER CLUB,1819 N 135TH ST
INDONESIAN FULL GOSPEL FELLOWSHIP,12345 8TH AVE NE
INDO CAFE,13754 AURORA AVE N #D
INDIAN BISTRO,2301 NW MARKET ST
INDIA CASH AND CARRY,7819 AURORA AVE N
INDIA BISTRO,6417 ROOSEVELT WAY NE #106
INDI CHOCOLATE,1901 WESTERN AVE STE D
INDEPENDENT PIZZERIA,4235 E MADISON ST
INDEED CORPORATE OFFICE CAFE-FLOOR 32,1201 2ND AVE
IN THE HEART,4547 CALIFORNIA AVE SW
IN BOCCA AL LUPO,4303 FREMONT AVE N
IMPERIAL LOUNGE,2400 1ST AVE
IMPACT- SALISH SEA ELEMENTARY,3900 S HOLLY PARK DR
IMMANUEL COMMUNITY SERVICES,1215 THOMAS ST
IL TERRAZZO INTERMEZZO,411 1ST AVE S
IL TERRAZZO,411 1ST AVE S
IL NIDO,2717 61ST AVE SW
IL BISTRO RESTAURANT,93 PIKE ST
IKIIKI,12 BOSTON ST
IJ SUSHI BURRITO,4141 UNIVERSITY WAY NE STE 201
IHOP #612,950 E MADISON ST
IHOP #1755,10002 AURORA AVE N # 2-24
IDIL INTERNATIONAL MARKET,4433 S GRAHAM ST STE 3
IDA CULVER HOUSE BROADVIEW,12505 GREENWOOD AVE N
ICONIQ LLC,1421 31ST AVE S
ICHIRO SUSHI & TERIYAKI,2434 32ND AVE W
ICHI ROLL WOK & TERIYAKI,306 N 125TH ST
IBEX CAFE,3219 M L KING JR WAY S
IAN'S PIZZA ON THE HILL,1620 BROADWAY AVE STE F
I5 - PHO,213 1ST AVE S
I LUV TERIYAKI,6500 4TH AVE S
I LOVE SUSHI ON LAKE UNION,1001 FAIRVIEW AVE N #1800
I LOVE COFFEE LLC,14313 AURORA AVE N
I HEART SUSHI,111 YESLER WAY
