Name,Address
THAI OF WEDGWOOD,7520 35TH AVE NE
THAI OCEAN RESTAURANT,401 NE RAVENNA BL C
THAI GREENWOOD,14419 GREENWOOD AVE N #C
THAI GINGER,600 PINE ST
THAI FUSION RESTAURANT & LOUNGE,15 NICKERSON ST
THAI FUSION BISTRO,323 NE THORNTON PL
THAI CURRY SIMPLE,406 5TH AVE S
THAI 2 GO,7617 AURORA AVE N
TERRA PLATA,1501 A MELROSE AVE
TERIYAKI TIME,14419 GREENWOOD AVE N B
TERIYAKI PLUS COMPANY,4001 AIRPORT WAY S
TERIYAKI PLUS,2100 N NORTHGATE WAY #B
TERIYAKI MADNESS,2320 N 45TH ST
TERIYAKI FIRST,806 NW 85TH ST
TERIYAKI BOWL,4209 GILMAN AVE W
TERIYAKI & WOK,324 BROADWAY E
TERIYAKI & PHO TOWN,13027 AURORA AVE N
TERIKING,718 TAYLOR AVE N
TENTH WEST,1903 10TH AVE W #C
TENGU JAPANESE RESTAURANT,311 NE THORTON PL
TEN SUSHI,1207 S JACKSON ST
TEMPLE PASTRIES,2524 S JACKSON ST
TEMPLE BILLARDS,126 S JACKSON ST
TEKU TAVERN,552 DENNY WAY
TEINEI,1256 REPUBLICAN ST
TEDDY'S,1012 NE 65TH ST
TEASOME,6412 PHINNEY AVE N
TEACHERS LOUNGE,8505 GREENWOOD AVE N
TEA REPUBLIK,4527 UNIVERSITY WAY NE
TEA KING,1600 DEXTER AVE N
"TEA ADDICTS, LLC",1525 HARVARD AVE
TDO SEA LLC,1631 E OLIVE WAY
TAYLOR RESTAURANTS INC,1521 MELROSE AVE
TAVOLATA STONE WAY,3627 STONE WAY N
TAVOLATA DOWNTOWN,1201 2ND AVE STE D
TAVOLATA,501 E PIKE ST STE 100
TAVERN LAW,1406 12TH AVE
TAURUS OX,1523 E MADISON ST #101
TAT'S DELICATESSEN INC,3808 18TH AVE SW
TAT'S DELICATESSEN,157 YESLER WAY S
TASTYS T & M'S,8605 14TH AVE S
TASTY RESTAURANT,1046 S JACKSON ST
TASTY POT,4509 UNIVERSITY WAY NE
TASTE OF XI'AN,4523 UNIVERSITY WAY NE
TASTE OF THE CARIBBEAN,1212 E JEFFERSON ST
TASTE OF INDIA LOUNGE,5507 ROOSEVELT WAY NE
TASTE OF INDIA,5517 ROOSEVELT WAY NE
TASTE OF ASIA,1501 4TH AVE
TASHI SOKPO PROPERTY MANAGE,5210 ROOSEVELT WAY NE STE A
TARGY'S TAVERN,600 W CROCKETT ST
TARGET STORES -  T1284,302 NE NORTHGATE WAY
TARGET STORE T-3286,4535 UNIVERSITY WAY NE
TARGET STORE # 2786,1401 2ND AVE
TARGET #3327,1448 NW MARKET ST
TARASCO RESTAURANT,1452 NW 70TH ST
TAQUITOS FELIZ DOS (KC070),10050 15TH AVE SW
TAQUERIA TEQUILA,301 NW 85TH ST
TAQUERIA TEHUACAN LLC (KC348),7219 RAINIER AVE S
TAQUERIA SOTELO,2908 E CHERRY ST
TAQUERIA LOS TETILLAS (KC621),14018 AURORA AVE N
TAQUERIA LOS POTRILLOS #5  (KC242),8709 14TH AVE S
TAQUERIA LOS POTRILLOS #4,9600 16TH AVE SW
TAQUERIA LOS PINOS,7300 RAINIER AVE S
TAQUERIA LA QUEBRADA,9641 15TH AVE SW
TAQUERIA LA PASADITA (KC727),5604 DELRIDGE WAY SW
TAQUERIA LA ORIGINAL (KC734),1440 S JACKSON ST
TAQUERIA LA JAROCHITA,5604 DELRIDGE WAY SW
TAQUERIA LA FONDITA II,10050 15TH HWY S
TAQUERIA LA CANASTA,10256 16TH AVE SW
TAQUERIA EL SOL LLC,551 S MICHIGAN ST
TAQUERIA EL RINCON EXPRESS,8709 14TH AVE S
TAQUERIA EL RANCHERO LLC #2,7300 RAINIER AVE S
TAQUERIA EL RANCHERO,7300 RAINIER AVE S
TAQUERIA EL PARIAN,8709 14TH AVE S
TAQUERIA EL NARANJO,7200 AURORA AVE N
TAQUERIA EL GALLO DIAZ,3211 BEACON AVE S
TAQUERIA EL CINCO DE MAYO LLC (KC424),10050 15TH AVE SW
TAQUERIA EL CINCO DE MAYO LLC (KC171),10050 15TH AVE SW
TAQUERIA COSTA ALEGRE,9000 RAINIER AVE S
TAQUERIA CHIRRI'S,2026 NW MARKET ST
TAQUERIA CANTINA OTS,89 UNIVERSITY ST
TAQUERIA CANTINA,2630 1ST AVE
TAPROOT CAFE & BAR,4908-A RAINIER AVE S
TAPESTRY COLLECTION BY HILTON @ THE SOUND HOTEL,2120 4TH AVE
TAPAS LAB,7012 WOODLAWN AVE NE 3B
TANUKI IZAKAYA,5266 UNIVERSITY WAY NE
TANOOR,803 DEXTER AVE N
TANGLE TOWN PUBLIC HOUSE,2106 N 55TH ST
TANGERINE THAI,5914 PHINNEY AVE N
TANEDA,219 BROADWAY AVE E #14
TANDOORI HUT,2616 2ND AVE
TANDEM CATERING EVENTS (KC769),1714 N 44TH ST
TANA MARKET,2518 E CHERRY ST
TAN DINH DELI,1212 S MAIN ST #A
TAMMY'S DELI,7101 M L KING JR WAY S
TAMARIND TREE,1036 S JACKSON ST A
TAMARI BAR,514 E PINE ST
"TAMALE MY LIFE, LLC",1740 1ST AVE S
TAM THANH CAFE,9447 DELRIDGE WAY SW
TAM NOODLE BOX,412 BROADWAY
TALLEY HIGH SCHOOL/ STUDENT CAFE,7800 S 132ND ST
TALLEY HIGH SCHOOL - KITCHEN,7800 S 132ND ST
TALL GRASS BAKERY,5907 24TH AVE NW
TALARICO'S PIZZERIA,4718 CALIFORNIA AVE SW
TALARICO'S FREMONT,456 N 36TH ST
TAKU,706 E PIKE ST STE B
TAKI'S MAD GREEK,1471 NW 85TH ST
TAKE FIVE,3012 NE BLAKELEY ST
TAKE 5 URBAN MARKET,6757 8TH AVE NW
TAI TUNG RESTAURANT,655 S KING ST
TAHNAUM THAI,5604 DELRIDGE WAY SW
TAFTANBAZAAR AND HALAL MEAT,12325 ROOSEVELT WAY NE
TADAH,2604 CALIFORNIA AVE SW
TACOS LAS DELICIAS (KC301),12225 AURORA AVE N
TACOS JENNYFERS,462 N 36TH ST #107
TACOS EL BAJIO (KC950),5604 DELRIDGE WAY SW
TACOS DON TOTO,7820 RAINIER AVE S
TACOS DON RIKY 3,5604 DELRIDGE WAY SW
TACOS DON RIKY,5600 DELRIDGE WAY SW
TACOS DON RICKY (KC936),5604 DELRIDGE WAY SW
TACOS CHUKIS @ SLU,830 DEXTER AVE N
TACOS CHUKIS,2215 E UNION ST
"TACORTIZ, LLC",11740 15TH AVE NE
TACONTAINER (KC941),2738 ALKI AVE SW
TACO TIME,2212 N 45TH ST
TACO STREET,7136 MARTIN LUTHER KING JR WAY S #102
TACO DEL MAR,908 STEWART ST
TACO CITY TAQUERIA,5212 RAINIER AVE S
TACO BELL #35315,5918 15TH AVE NW
TACO BELL #35314,1110 N 90TH ST
TACO BELL #31311,10711 16TH AVE SW
TACO BELL #15633,2201 4TH AVE S
TABLE CATERING AND PRIVATE EVENTS,198 NICKERSON ST
T'JUANA TACOS FOOD TRUCK,5604 DELRIDGE WAY SW
T'JUANA TACOS,209 BROADWAY E
T.S. MCHUGH'S,21 MERCER ST
T-MOBILE PARK,151 S ROYAL BROUGHAM WAY
"T M DESSERT WORKS, INC",6116 PHINNEY AVE N
SZN,823 5TH AVE N
SWINE AND STEEL LLC (KC926),12513 LAKE CITY WAY NE
SWEL RESTAURANT,3417 EVANSTON AVE N #105
SWEETSIDE,254 NE 45TH ST
SWEET WHEELS,4401 WALLINGFORD AVE N
SWEET PEARL,641 NW RICHMOND BEACH RD
SWEET NOTHING AND MORE,4634 E MARGINAL WAY STE 120
SWEET IRON,1200 3RD AVE #110
SWEET ALCHEMY INCE CREAMERY INC,1424 11TH AVE
SWEET ALCHEMY ICE CREAMERY,4301 UNIVERSITY WAY NE
SWEDISH CULTURAL CENTER,1920 DEXTER AVE N
SWANSONS CAFE,9701 15TH AVE NW
"SWAN HEALTHY GOURMET, LLC",900 LENORA ST STE W105
SWAGG-N-WAGON  (KC674),5604 DELRIDGE WAY SW
SUSU DESSERT BAR,665 S KING ST
SUSHI TOKYO,6311 ROOSEVELT WAY NE
"SUSHI SAMURAI, THE",1817 QUEEN ANNE AVE N STE A
SUSHI MAKI,1633 BELLEVUE AVE STE B
"SUSHI KUDASAI, INC.",925 4TH AVE #430
SUSHI KUDASAI,701 5TH AVE 113
SUSHI KASHIBA,86 PINE ST
SUSHI KAPPO TAMURA,2968 EASTLAKE AVE
SUSHI KANPAI RESTAURANT,900 8TH AVE
SUSHI I,2242 NW MARKET ST
SUSHI BLOSSOM LLC,2720 3RD AVE CU 5
SUSHI AVENUE INC,1400 NW 56TH ST
SUSHI AVE,900 S JACKSON ST STE 215
"SURRELL, LLC",2319 E MADISON ST
SUPREME,4521 CALIFORNIA AVE SW
"SUPERNOVA DISCOTHEQUE, LLC",110 S HORTON ST
SUPER SIX,3714 S HUDSON ST
SUPER SAVER FOODS,10616 16TH AVE SW
SUNSET TAVERN,5433 BALLARD AVE NW
SUNSET HILL GREEN MARKET,6405 32ND AVE NW
SUNSET CLUB,1021 UNIVERSITY S ST
"SUNSET CAFE & DELI, LLC",8115-B RAINIER AVE S
SUNNY UP (KC712),10256 16TH AVE SW
SUNNY TERIYAKI,2035 NW MARKET ST
SUNNY HILL,3127 NW 85TH ST
SUNLIGHT CAFE,6404 9TH AVE NE #100
SUNFLOWER GARDEN,10410 GREENWOOD AVE N #A
SUN'S MARKET,903 DEXTER AVE N
SUN FISH #2 INC,2800 ALKI AVE SW
SUMO EXPRESS 3 LLC,219 BROADWAY AVE E STE 18
SUMMIT PUBLIC SCHOOLS WA SIERRA,1025 S KING ST
SUMMIT PUBLIC HOUSE,601 SUMMIT AVE E #102
SUMMIT FOODS MART,530 SUMMIT AVE E
SULTAN  GRILL,4222 UNIVERSITY WAY NE
SULLY'S SNOWGOOSE SALOON,6119 PHINNEY AVE N
SULLY'S LOUNGE,1625 QUEEN ANNE AVE N
SUKHNEET LLC/SKYWAY MART,12546 RENTON AVE S
SUITE J: CATERING & EVENTS,4506 17TH AVE NE
SUITE 410,410 STEWART ST
SUGO HANDROLL,2001 WESTERN AVE #110
SUGAR MOUNTAIN GUEST SERVICES. LLC,1725 WESTLAKE AVE N
SUGAR HILL,414 E PINE ST
SUGAR BAKERY & CAFE,1014 MADISON ST
SUGAR BAKERY,110 REPUBLICAN ST
SUBWAY-WESTLAKE MALL,1620 4TH AVE
SUBWAY SANDWICHES #20647,6760 W MARGINAL WAY SW
SUBWAY SANDWICHES #13038,345 15TH AVE E
SUBWAY SANDWICHES  #43348,1827 15TH AVE W
SUBWAY SANDWICHES,305 HARRISON ST
SUBWAY BALLARD INC,4530 9TH AVE NW
SUBWAY 28988,8757 HOLMAN RD NW STE D
SUBWAY 26 999,1105 MADISON ST
SUBWAY 125TH & AURORA,12248 AURORA AVE N STE B
SUBWAY #63302,2756 NE 45TH ST #103
SUBWAY #48915,951 JAMES ST
SUBWAY #3611,5300 15TH AVE NW
SUBWAY #29342,501 SENECA ST
SUBWAY #27300,3829 DELRIDGE WAY SW
SUBWAY #27239,97 DENNY WAY
SUBWAY #27238,1414 3RD AVE
SUBWAY #27237,100 4TH AVE N #120
SUBWAY #272,5401 25TH AVE NE
SUBWAY #26309,2822 WESTERN AVE
SUBWAY #25523,7347 35TH AVE NE STE F
SUBWAY #24339,305 LENORA ST
SUBWAY #22280,806 12TH AVE
SUBWAY #1877,5603 4TH AVE S
SUBWAY #17418,10406 16TH AVE SW
SUBWAY #16458,6515 CALIFORNIA AVE SW
SUBWAY #13836,2727 4TH AVE S
SUBWAY #10393,2423 2ND AVE
SUBWAY,2240 EASTLAKE AVE E
SUBSTATION,645 NW 45TH ST
STUMBLING MONK,1635 E OLIVE WAY
STUMBLETOWN LLC,6256 3RD AVE NW
STUDENT CENTER @ SEATTLE U,1000 E JAMES WAY
STRUCTURE CELLARS,3861 1ST AVE S #F
STRIPE,920 5TH AVE FLR 19
"STREET TREATS, LLC",309 S CLOVERDALE ST STE C36
STREET BEAN COFFEE ROSTERS,2709 3RD AVE
STREAMLINE TAVERN,174 ROY ST
STREAMLINE COFFEE,817 NW 85TH ST
STOUP BREWING,1108 NW 52ND ST
STORYVILLE COFFEE COMPANY,94 PIKE ST #34
STONEBURNER RESTAURANT,5214 BALLARD AVE NW
STONE WAY CAFE,3510 STONE WAY N
STONE KOREAN RESTAURANT,900 DEXTER AVE N
STONE HOUSE CAFE THE,9701 RAINIER AVE S
STOCKBOX FIRST HILL GROCERY,901 JAMES ST
"STILL LIQUOR, LLC",1524 MINOR AVE
STEVENS SCHOOL,1242 18TH AVE E
STEPPING STONE,5903 24TH AVE NW
"STELLAR PIZZA & ALE, LLC",5513 AIRPORT WAY S
STELLA DELI & MARKET,312 2ND AVE W STE 300
STAYBRIDGE SUITES SEATTLE SOUTH LAKE UNION,527 FAIRVIEW AVE N
STAYBRIDGE SUITES,3926 AURORA AVE N
"STATION, THE",1600 S ROBERTO MAESTAS FESTIVAL ST
STATION 18,5425 RUSSELL AVE NW
STATESIDE,300 E PIKE ST #1200
STARBUCKS UV3,2617 NE 46TH ST
STARBUCKS ROASTERY / TASTING ROOM / PRINCI,1124 PIKE ST
STARBUCKS RESERVE STORE,2401 UTAH AVE S
STARBUCKS COFFEE WESTLAKE CENTER #3343A,400 PINE ST #42
STARBUCKS COFFEE COMPANY #19991,5221 15TH AVE NW
STARBUCKS COFFEE COMPANY (KC787),4115 4TH AVE S
STARBUCKS COFFEE COMPANY,8301 AURORA AVE N
STARBUCKS COFFEE COMPANY,401 NE NORTHGATE WAY
STARBUCKS COFFEE #9447,1144 ELLIOTT AVE W
STARBUCKS COFFEE #9303,1962 1ST AVE S
STARBUCKS COFFEE #8777,14330 LAKE CITY WAY NE
STARBUCKS COFFEE #7941,4147 UNIVERSITY WAY NE
STARBUCKS COFFEE #65375,1305 1ST AVE
STARBUCKS COFFEE #49009,1520 SW 100TH ST
STARBUCKS COFFEE #394,20400 AURORA AVE N
STARBUCKS COFFEE #389,7100 E GREENLAKE DR N
STARBUCKS COFFEE #348,3300 W MCGRAW ST
STARBUCKS COFFEE #3448,2344 EASTLAKE AVE E
STARBUCKS COFFEE #3408,601 S MICHIGAN ST
STARBUCKS COFFEE #3402,12001 LAKE CITY WAY NE
STARBUCKS COFFEE #3394,2650 NE 49TH ST
STARBUCKS COFFEE #3391,823 1ST AVE
STARBUCKS COFFEE #339,4101 SW ADMIRAL WAY
STARBUCKS COFFEE #3379,1700 7TH AVE
STARBUCKS COFFEE #3363,2143 NORTHGATE WAY
STARBUCKS COFFEE #3355,421 QUEEN ANNE AVE N
STARBUCKS COFFEE #3347,999 3RD AVE
STARBUCKS COFFEE #3346,9999 HOLMAN RD NW
STARBUCKS COFFEE #3324,800 12TH AVE
STARBUCKS COFFEE #3307,505 5TH AVE S
STARBUCKS COFFEE #3306,2742 ALKI AVE SW
STARBUCKS COFFEE #3300,13027 AURORA AVE N
STARBUCKS COFFEE #3298,1524 7TH AVE
STARBUCKS COFFEE #3297,14359 15TH AVE NE
STARBUCKS COFFEE #3296,211 LENORA ST
STARBUCKS COFFEE #3281,1600 E OLIVE WAY
STARBUCKS COFFEE #3248,6400 ROOSEVELT WAY NE
STARBUCKS COFFEE #3238,121 LAKESIDE AVE
STARBUCKS COFFEE #3231,2300 S JACKSON ST
STARBUCKS COFFEE #3204,305 HARRISON ST
STARBUCKS COFFEE #3202,6501 CALIFORNIA AVE SW
STARBUCKS COFFEE #314,2135 QUEEN ANNE AVE N
STARBUCKS COFFEE #304,101 BROADWAY E
STARBUCKS COFFEE #302,4634 26TH AVE NE
STARBUCKS COFFEE #301,1912 PIKE PL
STARBUCKS COFFEE #2958,7301 35TH AVE NE
STARBUCKS COFFEE #2937,1101 ALASKAN WAY
STARBUCKS COFFEE #2810,1200 WESTLAKE AVE N
STARBUCKS COFFEE #25577,2021 7TH AVE #R2
STARBUCKS COFFEE #23730,515 WESTLAKE AVE N
STARBUCKS COFFEE #14247,4115 4TH AVE S
STARBUCKS COFFEE #114,601 UNION ST #224B
STARBUCKS COFFEE #112,1101 MADISON ST
STARBUCKS COFFEE #101,701 5TH AVE
STARBUCKS COFFEE -KIOSK #8890,4800 SANDPOINT WAY NE
STARBUCKS COFFEE  #104,1730 MINOR AVE
STARBUCKS COFFEE,2401 UTAH AVE S
STARBUCKS COFEE #318,2204 NW MARKET ST
STARBUCKS COFEE,2118 WESTLAKE AVE
STARBUCKS #24837,4233 SW ALASKA ST SW
STAR BRASS LOUNGE,5813 AIRPORT WAY
STAR,538 BROADWAY AVE E
STAPLE & FANCY MERCANTILE,4743 BALLARD AVE NW
STANFORD'S  #85,401 NE NORTHGATE WAY
STANDARD BREWING,2504 S JACKSON ST
STAMPEDE COCKTAIL CLUB,119 N 36TH ST
STAGE SEATTLE,172 S WASHINGTON ST
STABUCKS COFFEE #15719,1201 3RD AVE
ST. JOHN'S BAR & EATERY,719 E PIKE ST
ST. CATHERINE OF SIENA KITCHEN,8524 8TH AVE NE
ST PAULS SCHOOL,10001 57TH AVE S
ST JOHNS PARISH HALL KITCHEN,123 N 79TH ST
ST GEORGE SCHOOL,5117 13TH AVE S
ST BENEDICTS SCHOOL KITCHEN,4811 WALLINGFORD AVE N
ST ANNE SCHOOL,101 W LEE ST
ST ANDREWS BAR,7406 AURORA AVE N
ST ALPHONSUS,5816 15TH AVE NW
SSP AMERICA SEATTLE COMMISSARY,9844 40TH AVE S
SRIVILAI THAI CUISINE,3247 CALIFORNIA AVE SW
SR VILLA MEXICAN RESTAURANT,8064 LAKE CITY WAY NE
SQUIRREL CHOPS,2201 E UNION ST
SPROUTS FARMERS MARKET,13010 AURORA AVE
SPRINGROLL HOUSE DELI,1221 S MAIN ST
SPRINGHILL SUITES BY MARRIOT SEATTLE DOWNTOWN/SOUTH LAKE UNION,1800 YALE AVE
SPRING HOUSE THAI KITCHEN & PHO,2223 CALIFORNIA AVE SW
SPORT RESTAURANT AND BAR,140 4TH AVE N 130
SPIRO'S PIZZA & PASTA,3401 CALIFORNIA AVE SW
SPIN,1511 6TH AVE
SPICY STYLE OF SICHUAN,13200 AURORA AVE N STE D
SPICE WAALA LLC,340 15TH AVE E
SPICE WAALA,2008 NW 56TH ST
SPICE SPC,849 HIAWATHA PL S
SPICE ON CURVE LLC (KC309),5604 DELRIDGE WAY SW
SPICE ON CURVE,10256 16TH AVE SW
SPICE KING,213 PIKE ST
SPICE BLISS,1520 BROADWAY
SPEED-E MART,9625 RENTON AVE S
SPECTRA....MCCAW HALL,321 MERCER ST
SPECKLED & DRAKE,1355 E OLIVE WAY
SPECIAL OCCASIONS CATERING,10334 AURORA AVE N
SPACE NEEDLE WINE KIOSK,400 BROAD ST
SPACE NEEDLE SHELL,620 DENNY WAY
SPACE NEEDLE KC932,400 BROAD ST
SPACE NEEDLE KC931,400 BROAD ST
SPACE NEEDLE,219 4TH AVE N
SOUVANNY'S AT 57TH AVE,9501 RAINIER AVE S
SOUTHWEST BOYS & GIRLS CLUB,9800 8TH AVE SW 105
SOUTHSEA GROCERY & SPICES,917 E JEFFERSON ST
SOUTHPAW,926 12TH AVE
SOUTHGATE ROLLER RINK -SNACK BAR,9646 17TH AVE SW
SOUTHGATE INVESTMENT,9525 14TH AVE S
SOUTHERN TAIWAN,1104 19TH AVE E
SOUTHERN EXPOSURE CATERING,4407 RAINIER AVE S
SOUTH TOWN PIE,8611 14TH AVE S
SOUTH SHORE SCHOOL,4800 S HENDERSON ST
SOUTH PARK FOOD CENTER,8909 14TH AVE S
SOUTH PARK COMMUNITY CENTER,8319 8TH AVE S
SOUTH PARK CHEVRON,8819 14TH AVE S
SOUTH LAKE HIGH SCHOOL,8825 RAINIER AVE S
SOUPER BOL,918 NE 64TH ST
SOUND VIEW CAFE,1501 PIKE PL
SOUND SOUPS,999 3RD AVE
SOUND MENTAL HEALTH,1600 E OLIVE ST
SOUND & FOG,4735 SW 40TH AVE SW
SOULFUL DISHES,1800 E YESLER WAY
SOUL,521 1ST AVE N
"SOUK, THE",1916 PIKE PL
SOSO GOOD (KC369),2132 1ST AVE
SOPRANOS PIZZA - LAKE CITY,11754 15TH AVE NE
SOPRANOS PIZZA,3208 W MCGRAW ST
SOPRANO'S PIZZA & PASTA,7729 24TH AVE NW
SOPRANO'S ANTICO,2348 CALIFORNIA AVE SW
SOPHIE'S TACOS,7500 35TH AVE NE
SONYA'S BAR & GRILL,1919 1ST AVE
SONG PHANG KONG,1017-B S JACKSON ST
SON OF A BUTCHER,2236 EASTLAKE AVE E
SOME RANDOM BAR,2604 1ST AVE
SOLO BAR & GALLERY,200 ROY ST 104
SOL LIQUOR LOUNGE,607 SUMMIT AVE E
SOJU ANJU BAN,1621 12TH AVE #102
SOHO COFFEE COMPANY LLC,1918 E YESLER WAY STE A
SODO POKE & MORE,2420 1ST AVE S
SODO PIZZA,3431 AIRPORT WAY S
SODO GRILL,901 OCCIDENTAL AVE S
SODO CHICKEN,6538 4TH AVE S
SODHI HOLDINGS INC DBA 7-ELEVEN STORE #14396E,7215 SANDPOINT WAY NE
SODEXO@SEATTLEPACIFIC U,3307 3RD AVE W
SODEXO  @ SEATTLE PACIFIC U,3317 5TH AVE W
"SOD HOUSE BAKERY, LLC",2114 NE 65TH ST
SNOWY VILLAGE,5260 UNIVERSITY WAY NE
SNOWY RIVER COCKTAIL CO,2800 E MADISON ST
SNOUT AND COMPANY,4260 23RD AVE W
SNAPPY DRAGON INC,8917 ROOSEVELT WAY NE
SMOKESTACK LIGHTNING BBQ (KC675),4634 E MARGINAL WAY S
SMITH TOWER OBSERVATORY,506 2ND AVE
SMILETHAI THAI CUSINE,6411 LATONA AVE NE
SMARTY PANTS,6017 AIRPORT WAY S
SLOW BOAT TAVERN,5701 RAINIER AVE S UNIT D
"SLOOP TAVERN, THE",2830 NW MARKET ST
SLICES PIZZA,809 OLIVE WAY
SLEIGHT OF HAND CELLARS,3861 B 1ST AVE S
SL DUMPLING HOUSE LLC,4311 UNIVERSITY WAY NE
SKYWAY VFW POST #9430 RES,7421 S 126TH ST
SKYWAY GROCERY OUTLET,11656 68TH AVE S
SKYWAY GASOLINE,11655 RENTON AVE S
"SKYLARK CAFE & CLUB , LLC",3803 DELRIDGE WAY SW
SKY VIEW OBSERVATORY,701 5TH AVE STE 7340
"SKILLET SEATTLE CENTER, LLC",305 HARRISON ST #220
SKILLET RESTAURANT,2050 6TH AVE
SKILLET DINER,1400 14TH AVE
SKALKA GEORGIAN BAKERY & DUMPLING HOUSE,77 SPRING ST
SKAL BEER HALL,5429 BALLARD AVE NW
SIZZLING POT KING,660 S KING ST
SIZZLE & CRUNCH,1313 NE 42ND ST
"SIX, THE",5599 17TH AVE NW
SIX PACK FOODS CO,5000 UNIVERSITY WAY NE STE A
"SITTING ROOM, THE",108 W ROY ST
SITE 17 DELI & GROCERY,2500 WESTERN AVE STE 17
SISTERS & BROTHERS,544 ELLIOTT AVE W
SISTERS (SPACE #2),1530 POST ALY
SISI KAY THAI EATERY AND BAR,1612 N 45TH ST
SIP HOUSE LLC,5001 BROOKLYN AVE NE
SINGLE SHOT LLC,611 SUMMIT AVE E
SINBAD EXPRESS,3526 FREMONT PL N
SIMPLY SOULFUL CAFE & ESPRESSO,2909-B E MADISON ST
SIMPLY DESSERTS,3421 FREMONT AVE N
SILVER TRAY,2101 N 45TH ST
SILVER CLOUD INN - LAKE UNION,1150 FAIRVIEW AVE N
SILVER CLOUD HOTEL,1100 BROADWAY
SIGMA PHI EPSILON,4637 21ST AVE NE
SIGMA NU,1616 NE 47TH ST
SIGMA KAPPA,4510 22ND AVE NE
SIGMA CHI,4505 18TH AVE NE
SIGMA ALPHA EPSILON,4506 17TH AVE NE
"SIFTED, LLC",1740 1ST AVE S
SIFF,511 QUEEN ANNE AVE N
SIEMBRA SEATTLE,2601 S MCCLELLAN ST
SICHUANESE CUISINE,1048 S JACKSON ST
SIAM THAI CUISINE,1629 EASTLAKE AVE E
SIAM BISTRO,12534 AURORA AVE N
SHY GIANT,1500 PIKE PL
SHULTZYS,4114 UNIVERSITY WAY NE
"SHUG'S, LLC",1525 1ST AVE #2A
SHREE TRUCK STOP SEATTLE,7801 DETROIT AVE SW
"SHOWBOX, THE",1426 1ST AV AVE
SHOWBOX SODO,1700 1ST AVE S
SHORTY'S CONEY ISLAND,2316 2ND AVE
SHOREWOOD GROCERY,10455 26TH AVE SW
"SHOP AGORA,  THE",346 15TH AVE E
SHODAI RESTAURANT,1123 M L KING JR WAY
SHISHKABERRY'S (KC351),305 HARRISON ST
SHISHKABERRY'S (KC234),1251 1ST AVE S
SHIRO'S SUSHI,2401 2ND AVE AVE
SHINYA SHOKUDO,2401 3RD AVE 1211
SHINGLE TOWN PUB & EATERY,2014 & 2016 NW MARKET ST
SHILSHOLE FUEL DOCK,7001 SEAVIEW AVE NW #100
SHIKU,5310 BALLARD AVE NW
SHIKORINA PASTRIES,2418 E UNION ST UNIT B
SHIKI JAPANESE RESTAURANT,4 W ROY ST
SHEWA-BER BAR & RESTAURANT LLC,1801 S JACKSON ST
SHERATON GRAND SEATTLE STARBUCKS,1400 6TH AVE
SHERATON GRAND SEATTLE BANQUETS,1400 6TH AVE
SHERATON,629 PIKE ST
SHENG YAN RESTAURANT,900 S JACKSON ST #208
SHELTER LOUNGE GREENLAKE,7110 E GRENLAKE DR N
SHELTER LOUNGE,4910 LEARY AVE NW
SHELL/LAKE CITY,11346 LAKE CITY WAY NE
SHELL OIL,210 NE 45TH ST
SHELL MADISON EXPRESS LANE,1701 E MADISON ST
SHAWN O'DONNELLS AMERICAN GRILL & IRISH PUB,508 2ND AVE
SHAWN O'DONNELL'S REST.,3601 FREMONT AVE N STE 202
SHAWARMA KING,4337 UNIVERSITY WAY NE
SHARK BITE (KC578),3920 STONE WAY N
SHARIF GROCERY & HALAL,8334 RAINIER AVE S 101
SHARETEA UW,4730 UNIVERSITY WAY NE STE 109
SHARE TEA,530 BROADWAY
SHANTY TAVERN,9002 LAKE CITY WAY NE
SHANGHAI HOUSE,3427 RAINIER AVE S
SHANGHAI GARDEN,524 6TH AVE S
SHANE & SHELLY'S SLUGGERS,538 1ST AVE S
SHANDONG BAO HOUSE,10008 AURORA AVE N
SHAMA,1501 PIKE PL #200
SHAKE SHACK #1264,2580 NE UNIVERSITY VILLAGE ST
SHAKE SHACK,2115 WESTLAKE AVE
SHAFER BAILLIE MANSION,907 14TH AVE E
SHADOWLAND,4458 CALIFORNIA AVE SW
SEWARD PARK MARKET,9436 RAINIER AVE S
SEVEN STARS PEPPER RESTAURANT,1207 S JACKSON ST 211
SEVEN STAR PEPPERS DBA SPICEUP SZECHUAN RESTAURANT,305 BELL ST
SEVEN STAR MINI MART,1917 S JACKSON ST
SEVEN COFFEE ROASTERS MARKET & CAFE,2007 NE RAVENNA BL
SERIOUS PIE,316 VIRGINIA ST
SERENDIPITY CAFE,3222 MCGRAW ST W A
SERAFINA INC,2043 EASTLAKE AVE E
SEOUL ZIP,2219 2ND AVE STE B
SEOUL BOWL CO. (KC730),10008 AURORA AVE N
SEOUL BOWL & BAR,722 12TH AVE
SENOR MOOSE CAFE,5242 LEARY WAY NW
SENOR CARBON PERUVIAN CUISINE,625 1ST AVE
SENIOR CENTER OF WEST SEATTLE,4217 SW OREGON ST
SENAIT STORE MARKET,3116 NE 125TH ST
SEN NOODLE BAR,2307 NW MARKET ST
SEMIRA'S GROCERY,2601 E YESLER WAY
SELVA CENTRAL GOODS,4116 RAINIER AVE S
SELEUSS,1910 1ST AVE
SEEKING KOMBUCHA,1091 THOMAS ST STE A
SECRET SAVORY,2213 NW MARKET ST #100
